order_id,order_date,product_id,customer_segment,region,warehouse_id,quantity,unit_price,unit_cost,planned_delivery_days,actual_delivery_days,carrier,order_status,product_name,category,supplier,risk_tier,active_contract,contract_terms_target_on_time_rate,contract_terms_max_defect_rate,contract_terms_payment_terms,revenue,cost,profit,profit_margin,delivery_variance_days,delivery_status,contract_validation_flag
ORD00309,2026-02-19,P003,Distribution,Midwest,WH_CHI,42,60.91,39.19,2,2,Regional Carrier,Cancelled,Cleaning Wipes,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,2558.22,1645.98,912.2399999999998,0.3565916926613035,0,On Time,Pass
ORD00310,2026-01-30,P002,Distribution,West,WH_LAX,116,62.68,50.63,5,8,DHL,Delivered,Nitrile Gloves,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,7270.88,5873.08,1397.8000000000002,0.19224633056796428,3,Delayed,Pass
ORD00311,2026-01-04,P005,Government,Northeast,WH_NJ,80,22.11,15.46,5,5,Regional Carrier,Delivered,Disposable Cups,Food Service,EcoServe,Low,True,0.91,0.06,Net 45,1768.8,1236.8000000000002,531.9999999999998,0.30076888285843495,0,On Time,Pass
ORD00312,2026-01-24,P007,Distribution,Midwest,WH_CHI,81,27.15,16.74,2,2,FedEx,Delivered,Trash Bags,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,2199.15,1355.9399999999998,843.2100000000003,0.383425414364641,0,On Time,Pass
ORD00313,2026-02-04,P003,Healthcare,Northeast,WH_NJ,64,60.47,38.43,2,2,FedEx,Delivered,Cleaning Wipes,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,3870.08,2459.52,1410.56,0.3644782536795105,0,On Time,Pass
ORD00314,2026-01-01,P005,Education,Northeast,WH_NJ,69,62.1,35.87,2,2,UPS,Delivered,Disposable Cups,Food Service,EcoServe,Low,True,0.91,0.06,Net 45,4284.900000000001,2475.0299999999997,1809.8700000000008,0.42238325281803557,0,On Time,Pass
ORD00315,2026-02-25,P008,Retail,Northeast,WH_NJ,73,6.97,4.5,2,2,Internal Fleet,Delivered,Face Masks,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,508.81,328.5,180.31,0.35437589670014347,0,On Time,Pass
ORD00316,2026-03-18,P006,Retail,Northeast,WH_NJ,64,26.89,17.61,2,2,Internal Fleet,Delivered,Printer Toner,Office Supplies,InkLogic,Low,True,0.88,0.02,Net 60,1720.96,1127.04,593.9200000000001,0.3451097062104872,0,On Time,Pass
ORD00317,2026-02-01,P003,Healthcare,Northeast,WH_NJ,89,15.41,9.73,5,5,UPS,Delivered,Cleaning Wipes,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,1371.49,865.97,505.52,0.3685918234912394,0,On Time,Pass
ORD00318,2026-01-09,P003,Education,Northeast,WH_NJ,111,36.58,24.9,2,4,DHL,Delivered,Cleaning Wipes,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,4060.3799999999997,2763.8999999999996,1296.48,0.3193001640240569,2,Delayed,Pass
ORD00319,2026-02-02,P004,Distribution,Northeast,WH_NJ,82,51.25,34.52,3,6,DHL,Delivered,Paper Towels,Janitorial,DaxPro,High,True,0.94,0.05,Net 45,4202.5,2830.6400000000003,1371.8599999999997,0.3264390243902438,3,Delayed,Review Needed
ORD00320,2026-01-01,P007,Distribution,West,WH_LAX,117,33.49,26.22,5,10,DHL,Delivered,Trash Bags,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,3918.3300000000004,3067.74,850.5900000000006,0.21707972529113181,5,Delayed,Pass
ORD00321,2026-02-25,P003,Education,West,WH_LAX,61,50.24,37.06,5,5,DHL,Delivered,Cleaning Wipes,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,3064.6400000000003,2260.6600000000003,803.98,0.2623407643312102,0,On Time,Pass
ORD00322,2026-01-23,P007,Education,West,WH_LAX,129,60.12,43.34,6,6,UPS,Cancelled,Trash Bags,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,7755.48,5590.860000000001,2164.619999999999,0.2791084497671323,0,On Time,Pass
ORD00323,2026-02-11,P007,Government,West,WH_LAX,64,32.38,25.96,3,3,Internal Fleet,Delivered,Trash Bags,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,2072.32,1661.44,410.8800000000001,0.19827053736874617,0,On Time,Pass
ORD00324,2026-03-11,P003,Government,Midwest,WH_CHI,130,75.72,45.93,4,4,FedEx,Delivered,Cleaning Wipes,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,9843.6,5970.9,3872.7000000000007,0.3934231378763868,0,On Time,Pass
ORD00325,2026-02-22,P008,Education,South,WH_DAL,32,23.15,16.85,5,5,Regional Carrier,Delivered,Face Masks,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,740.8,539.2,201.5999999999999,0.27213822894168455,0,On Time,Pass
ORD00326,2026-01-10,P008,Distribution,Northeast,WH_NJ,47,35.06,24.08,5,5,Internal Fleet,Delivered,Face Masks,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,1647.8200000000002,1131.76,516.0600000000002,0.31317741015402173,0,On Time,Pass
ORD00327,2026-01-05,P006,Retail,Midwest,WH_CHI,78,62.67,45.6,4,4,UPS,Delivered,Printer Toner,Office Supplies,InkLogic,Low,True,0.88,0.02,Net 60,4888.26,3556.8,1331.46,0.2723791287697463,0,On Time,Pass
ORD00328,2026-03-24,P001,Education,Northeast,WH_NJ,88,77.43,51.59,2,2,FedEx,Delayed,Copy Paper,Office Supplies,NorthStar Paper,High,True,0.92,0.06,Net 60,6813.84,4539.92,2273.92,0.33372078005940853,0,On Time,Pass
ORD00329,2026-02-03,P004,Government,South,WH_DAL,114,33.06,22.32,6,9,Internal Fleet,Delivered,Paper Towels,Janitorial,DaxPro,High,True,0.94,0.05,Net 45,3768.84,2544.48,1224.3600000000001,0.32486388384754994,3,Delayed,Review Needed
ORD00330,2026-01-20,P006,Government,Midwest,WH_CHI,72,12.84,8.5,2,2,FedEx,Delivered,Printer Toner,Office Supplies,InkLogic,Low,True,0.88,0.02,Net 60,924.48,612.0,312.48,0.33800623052959505,0,On Time,Pass
ORD00331,2026-01-19,P006,Education,West,WH_LAX,85,39.15,23.72,5,5,DHL,Delivered,Printer Toner,Office Supplies,InkLogic,Low,True,0.88,0.02,Net 60,3327.75,2016.1999999999998,1311.5500000000002,0.3941251596424011,0,On Time,Pass
ORD00332,2026-03-02,P002,Government,Northeast,WH_NJ,97,28.92,18.25,2,2,FedEx,Delivered,Nitrile Gloves,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,2805.2400000000002,1770.25,1034.9900000000002,0.3689488243430153,0,On Time,Pass
ORD00333,2026-02-13,P002,Healthcare,South,WH_DAL,58,43.7,30.55,4,5,Internal Fleet,Delivered,Nitrile Gloves,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,2534.6000000000004,1771.9,762.7000000000003,0.3009153318077804,1,Delayed,Pass
ORD00334,2026-02-24,P008,Government,South,WH_DAL,60,52.23,31.35,5,5,Regional Carrier,Delayed,Face Masks,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,3133.7999999999997,1881.0,1252.7999999999997,0.3997702469844916,0,On Time,Pass
ORD00335,2026-01-04,P004,Distribution,Northeast,WH_NJ,129,37.22,20.52,3,3,UPS,Delivered,Paper Towels,Janitorial,DaxPro,High,True,0.94,0.05,Net 45,4801.38,2647.08,2154.3,0.4486835034927459,0,On Time,Pass
ORD00336,2026-02-05,P002,Distribution,Midwest,WH_CHI,60,19.02,12.14,5,6,FedEx,Delivered,Nitrile Gloves,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,1141.2,728.4000000000001,412.79999999999995,0.3617245005257623,1,Delayed,Pass
ORD00337,2026-02-03,P008,Distribution,West,WH_LAX,87,34.15,22.4,2,2,DHL,Delivered,Face Masks,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,2971.0499999999997,1948.8,1022.2499999999998,0.3440702781844802,0,On Time,Pass
ORD00338,2026-02-15,P008,Education,South,WH_DAL,26,73.9,52.42,3,3,DHL,Delayed,Face Masks,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,1921.4,1362.92,558.48,0.2906630581867388,0,On Time,Pass
ORD00339,2026-01-16,P004,Retail,West,WH_LAX,58,18.73,13.81,6,8,Regional Carrier,Delayed,Paper Towels,Janitorial,DaxPro,High,True,0.94,0.05,Net 45,1086.34,800.98,285.3599999999999,0.2626801922050186,2,Delayed,Review Needed
ORD00340,2026-02-23,P003,Government,Northeast,WH_NJ,66,18.93,13.66,3,5,Internal Fleet,Delivered,Cleaning Wipes,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,1249.3799999999999,901.5600000000001,347.8199999999998,0.27839408346539873,2,Delayed,Pass
ORD00341,2026-01-22,P008,Healthcare,West,WH_LAX,103,19.03,14.79,6,6,FedEx,Delivered,Face Masks,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,1960.0900000000001,1523.37,436.72000000000025,0.2228060956384657,0,On Time,Pass
ORD00342,2026-02-15,P001,Healthcare,Northeast,WH_NJ,150,19.63,12.83,6,6,Internal Fleet,Delivered,Copy Paper,Office Supplies,NorthStar Paper,High,True,0.92,0.06,Net 60,2944.5,1924.5,1020.0,0.3464085583290881,0,On Time,Pass
ORD00343,2026-03-25,P008,Government,Northeast,WH_NJ,78,36.17,28.1,5,5,UPS,Delivered,Face Masks,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,2821.26,2191.8,629.46,0.22311307713574785,0,On Time,Pass
ORD00344,2026-01-11,P001,Education,South,WH_DAL,142,7.45,4.55,4,4,UPS,Delivered,Copy Paper,Office Supplies,NorthStar Paper,High,True,0.92,0.06,Net 60,1057.9,646.1,411.80000000000007,0.389261744966443,0,On Time,Pass
ORD00345,2026-02-28,P008,Distribution,Midwest,WH_CHI,79,13.57,10.3,4,4,Internal Fleet,Delivered,Face Masks,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,1072.03,813.7,258.3299999999999,0.24097273397199698,0,On Time,Pass
ORD00346,2026-01-06,P008,Government,South,WH_DAL,121,12.68,9.82,3,4,DHL,Delivered,Face Masks,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,1534.28,1188.22,346.05999999999995,0.22555205047318608,1,Delayed,Pass
ORD00347,2026-01-05,P008,Education,West,WH_LAX,103,69.66,39.95,2,2,UPS,Delayed,Face Masks,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,7174.98,4114.85,3060.129999999999,0.426500143554407,0,On Time,Pass
ORD00348,2026-01-27,P006,Healthcare,Northeast,WH_NJ,144,51.21,39.02,3,4,FedEx,Delivered,Printer Toner,Office Supplies,InkLogic,Low,True,0.88,0.02,Net 60,7374.24,5618.88,1755.3599999999997,0.2380394454208162,1,Delayed,Pass
ORD00349,2026-03-14,P006,Distribution,West,WH_LAX,108,45.41,28.94,4,4,DHL,Delivered,Printer Toner,Office Supplies,InkLogic,Low,True,0.88,0.02,Net 60,4904.28,3125.52,1778.7599999999998,0.362695441532702,0,On Time,Pass
ORD00350,2026-03-15,P005,Healthcare,Midwest,WH_CHI,97,77.21,58.84,2,2,DHL,Delivered,Disposable Cups,Food Service,EcoServe,Low,True,0.91,0.06,Net 45,7489.369999999999,5707.4800000000005,1781.8899999999985,0.23792254889263031,0,On Time,Pass
ORD00351,2026-03-25,P003,Healthcare,South,WH_DAL,74,15.97,10.17,3,3,Regional Carrier,Delivered,Cleaning Wipes,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,1181.78,752.58,429.19999999999993,0.3631809643080776,0,On Time,Pass
ORD00352,2026-03-04,P003,Government,West,WH_LAX,85,33.14,18.9,2,2,Regional Carrier,Delivered,Cleaning Wipes,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,2816.9,1606.4999999999998,1210.4000000000003,0.42969221484610753,0,On Time,Pass
ORD00353,2026-03-07,P005,Government,West,WH_LAX,81,76.27,48.69,2,2,FedEx,Delivered,Disposable Cups,Food Service,EcoServe,Low,True,0.91,0.06,Net 45,6177.87,3943.89,2233.98,0.3616100694899699,0,On Time,Pass
ORD00354,2026-02-28,P006,Distribution,Midwest,WH_CHI,124,34.83,28.26,3,3,Regional Carrier,Cancelled,Printer Toner,Office Supplies,InkLogic,Low,True,0.88,0.02,Net 60,4318.92,3504.2400000000002,814.6799999999998,0.18863049095607232,0,On Time,Pass
ORD00355,2026-02-04,P006,Education,West,WH_LAX,32,46.05,26.95,5,5,DHL,Delivered,Printer Toner,Office Supplies,InkLogic,Low,True,0.88,0.02,Net 60,1473.6,862.4,611.1999999999999,0.4147665580890336,0,On Time,Pass
ORD00356,2026-03-29,P001,Retail,Midwest,WH_CHI,106,51.96,40.32,2,3,FedEx,Delivered,Copy Paper,Office Supplies,NorthStar Paper,High,True,0.92,0.06,Net 60,5507.76,4273.92,1233.8400000000001,0.22401847575057737,1,Delayed,Review Needed
ORD00357,2026-01-21,P008,Retail,Northeast,WH_NJ,88,79.39,52.83,3,6,DHL,Delivered,Face Masks,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,6986.32,4649.04,2337.2799999999997,0.33455095100138554,3,Delayed,Pass
ORD00358,2026-01-21,P005,Education,Midwest,WH_CHI,135,23.78,15.47,3,3,FedEx,Delayed,Disposable Cups,Food Service,EcoServe,Low,True,0.91,0.06,Net 45,3210.3,2088.4500000000003,1121.85,0.34945332211942803,0,On Time,Pass
ORD00359,2026-02-20,P005,Government,South,WH_DAL,64,54.16,40.08,2,2,UPS,Delivered,Disposable Cups,Food Service,EcoServe,Low,True,0.91,0.06,Net 45,3466.24,2565.12,901.1199999999999,0.25997045790251105,0,On Time,Pass
ORD00360,2026-03-03,P002,Distribution,South,WH_DAL,86,21.96,16.11,2,2,FedEx,Delivered,Nitrile Gloves,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,1888.5600000000002,1385.46,503.10000000000014,0.2663934426229509,0,On Time,Pass
ORD00361,2026-03-31,P006,Government,Midwest,WH_CHI,121,57.05,38.74,3,3,Regional Carrier,Delayed,Printer Toner,Office Supplies,InkLogic,Low,True,0.88,0.02,Net 60,6903.049999999999,4687.54,2215.5099999999993,0.3209465381244522,0,On Time,Pass
ORD00362,2026-01-12,P002,Education,Midwest,WH_CHI,26,32.57,20.55,5,10,UPS,Delayed,Nitrile Gloves,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,846.82,534.3000000000001,312.52,0.369051274178692,5,Delayed,Pass
ORD00363,2026-03-24,P003,Distribution,Midwest,WH_CHI,60,47.25,33.77,3,4,Regional Carrier,Delivered,Cleaning Wipes,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,2835.0,2026.2000000000003,808.7999999999997,0.2852910052910052,1,Delayed,Pass
ORD00364,2026-02-14,P004,Government,South,WH_DAL,93,51.21,34.28,3,3,FedEx,Delivered,Paper Towels,Janitorial,DaxPro,High,True,0.94,0.05,Net 45,4762.53,3188.04,1574.4899999999998,0.33059949228666274,0,On Time,Pass
ORD00365,2026-01-13,P003,Distribution,Midwest,WH_CHI,134,59.75,38.53,5,5,DHL,Delivered,Cleaning Wipes,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,8006.5,5163.02,2843.4799999999996,0.3551464435146443,0,On Time,Pass
ORD00366,2026-01-18,P004,Retail,West,WH_LAX,77,23.61,16.82,6,6,DHL,Cancelled,Paper Towels,Janitorial,DaxPro,High,True,0.94,0.05,Net 45,1817.97,1295.14,522.8299999999999,0.2875900042354934,0,On Time,Pass
ORD00367,2026-03-30,P001,Healthcare,West,WH_LAX,29,43.83,30.14,5,5,DHL,Delivered,Copy Paper,Office Supplies,NorthStar Paper,High,True,0.92,0.06,Net 60,1271.07,874.0600000000001,397.0099999999999,0.3123431439653205,0,On Time,Pass
ORD00368,2026-03-24,P001,Government,South,WH_DAL,3,33.94,20.88,6,6,FedEx,Delivered,Copy Paper,Office Supplies,NorthStar Paper,High,True,0.92,0.06,Net 60,101.82,62.64,39.17999999999999,0.38479670005892747,0,On Time,Pass
ORD00369,2026-03-09,P001,Education,West,WH_LAX,88,14.9,11.66,6,6,Regional Carrier,Delivered,Copy Paper,Office Supplies,NorthStar Paper,High,True,0.92,0.06,Net 60,1311.2,1026.08,285.1200000000001,0.2174496644295303,0,On Time,Pass
ORD00370,2026-02-16,P003,Retail,Northeast,WH_NJ,60,6.25,3.55,4,7,UPS,Delivered,Cleaning Wipes,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,375.0,213.0,162.0,0.432,3,Delayed,Pass
ORD00371,2026-01-06,P001,Distribution,Northeast,WH_NJ,102,26.49,19.67,5,5,Regional Carrier,Delivered,Copy Paper,Office Supplies,NorthStar Paper,High,True,0.92,0.06,Net 60,2701.98,2006.3400000000001,695.6399999999999,0.25745564363910906,0,On Time,Pass
ORD00372,2026-03-31,P007,Distribution,Midwest,WH_CHI,76,45.32,26.79,2,2,DHL,Delivered,Trash Bags,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,3444.32,2036.04,1408.2800000000002,0.40887025595763465,0,On Time,Pass
ORD00373,2026-01-11,P004,Distribution,South,WH_DAL,78,29.51,20.9,2,4,DHL,Delivered,Paper Towels,Janitorial,DaxPro,High,True,0.94,0.05,Net 45,2301.78,1630.1999999999998,671.5800000000004,0.2917655032192479,2,Delayed,Review Needed
ORD00374,2026-03-31,P007,Retail,South,WH_DAL,88,23.34,18.66,2,2,Regional Carrier,Delivered,Trash Bags,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,2053.92,1642.08,411.84000000000015,0.20051413881748079,0,On Time,Pass
ORD00375,2026-03-20,P001,Healthcare,West,WH_LAX,36,13.96,10.35,2,4,UPS,Delivered,Copy Paper,Office Supplies,NorthStar Paper,High,True,0.92,0.06,Net 60,502.56000000000006,372.59999999999997,129.9600000000001,0.2585959885386821,2,Delayed,Review Needed
ORD00376,2026-03-05,P006,Healthcare,West,WH_LAX,130,32.89,24.75,4,7,FedEx,Delivered,Printer Toner,Office Supplies,InkLogic,Low,True,0.88,0.02,Net 60,4275.7,3217.5,1058.1999999999998,0.2474916387959866,3,Delayed,Pass
ORD00377,2026-01-04,P006,Education,Northeast,WH_NJ,91,44.29,27.5,6,7,FedEx,Delivered,Printer Toner,Office Supplies,InkLogic,Low,True,0.88,0.02,Net 60,4030.39,2502.5,1527.8899999999999,0.37909234590200946,1,Delayed,Pass
ORD00378,2026-03-05,P008,Retail,West,WH_LAX,95,42.47,29.86,4,5,UPS,Delivered,Face Masks,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,4034.65,2836.7,1197.9500000000003,0.2969154697433483,1,Delayed,Pass
ORD00379,2026-02-02,P002,Healthcare,Midwest,WH_CHI,86,60.56,33.35,2,3,UPS,Delivered,Nitrile Gloves,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,5208.16,2868.1,2340.06,0.4493064729194188,1,Delayed,Pass
ORD00380,2026-01-06,P008,Government,West,WH_LAX,104,74.02,44.29,2,2,Internal Fleet,Delivered,Face Masks,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,7698.08,4606.16,3091.92,0.4016482031883275,0,On Time,Pass
ORD00381,2026-03-25,P007,Education,South,WH_DAL,56,23.62,18.83,4,4,DHL,Delivered,Trash Bags,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,1322.72,1054.48,268.24,0.20279424216765454,0,On Time,Pass
ORD00382,2026-01-10,P006,Distribution,Midwest,WH_CHI,143,55.5,31.31,3,3,Internal Fleet,Delivered,Printer Toner,Office Supplies,InkLogic,Low,True,0.88,0.02,Net 60,7936.5,4477.33,3459.17,0.43585585585585584,0,On Time,Pass
ORD00383,2026-01-06,P007,Government,Midwest,WH_CHI,109,69.95,53.08,4,4,DHL,Delivered,Trash Bags,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,7624.55,5785.72,1838.83,0.24117226590421728,0,On Time,Pass
ORD00384,2026-01-12,P008,Education,Midwest,WH_CHI,57,20.05,14.08,4,4,Internal Fleet,Delivered,Face Masks,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,1142.8500000000001,802.5600000000001,340.2900000000001,0.2977556109725686,0,On Time,Pass
ORD00385,2026-02-01,P008,Distribution,West,WH_LAX,64,77.89,63.82,3,3,Internal Fleet,Delivered,Face Masks,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,4984.96,4084.48,900.48,0.1806393632045192,0,On Time,Pass
ORD00386,2026-02-01,P003,Government,Midwest,WH_CHI,1,6.79,4.73,2,2,DHL,Delivered,Cleaning Wipes,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,6.79,4.73,2.0599999999999996,0.3033873343151693,0,On Time,Pass
ORD00387,2026-01-01,P007,Retail,West,WH_LAX,46,20.39,16.63,5,5,Regional Carrier,Cancelled,Trash Bags,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,937.94,764.9799999999999,172.96000000000015,0.18440411966650333,0,On Time,Pass
ORD00388,2026-01-08,P003,Retail,West,WH_LAX,78,8.29,5.08,6,6,Regional Carrier,Delivered,Cleaning Wipes,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,646.6199999999999,396.24,250.37999999999988,0.38721351025331713,0,On Time,Pass
ORD00389,2026-03-31,P006,Retail,Northeast,WH_NJ,132,48.56,33.33,5,5,FedEx,Delivered,Printer Toner,Office Supplies,InkLogic,Low,True,0.88,0.02,Net 60,6409.92,4399.5599999999995,2010.3600000000006,0.3136326194398683,0,On Time,Pass
ORD00390,2026-03-17,P001,Healthcare,Northeast,WH_NJ,110,22.76,14.12,4,4,Regional Carrier,Delivered,Copy Paper,Office Supplies,NorthStar Paper,High,True,0.92,0.06,Net 60,2503.6000000000004,1553.1999999999998,950.4000000000005,0.37961335676625674,0,On Time,Pass
ORD00391,2026-03-31,P006,Government,West,WH_LAX,71,25.4,14.48,3,3,UPS,Delivered,Printer Toner,Office Supplies,InkLogic,Low,True,0.88,0.02,Net 60,1803.3999999999999,1028.08,775.3199999999999,0.42992125984251967,0,On Time,Pass
ORD00392,2026-03-16,P002,Retail,South,WH_DAL,56,17.33,11.71,5,5,FedEx,Delivered,Nitrile Gloves,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,970.4799999999999,655.76,314.7199999999999,0.32429313329486437,0,On Time,Pass
ORD00393,2026-03-10,P006,Government,South,WH_DAL,142,28.12,17.48,2,3,FedEx,Delivered,Printer Toner,Office Supplies,InkLogic,Low,True,0.88,0.02,Net 60,3993.04,2482.16,1510.88,0.3783783783783784,1,Delayed,Pass
ORD00394,2026-01-21,P005,Healthcare,Midwest,WH_CHI,102,67.69,43.22,2,2,UPS,Delivered,Disposable Cups,Food Service,EcoServe,Low,True,0.91,0.06,Net 45,6904.38,4408.44,2495.9400000000005,0.36150096026000894,0,On Time,Pass
ORD00395,2026-02-15,P007,Education,Midwest,WH_CHI,128,24.51,20.04,2,2,Regional Carrier,Delayed,Trash Bags,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,3137.28,2565.12,572.1600000000003,0.18237454100367206,0,On Time,Pass
ORD00396,2026-02-27,P004,Government,Midwest,WH_CHI,112,12.64,9.66,2,2,FedEx,Delivered,Paper Towels,Janitorial,DaxPro,High,True,0.94,0.05,Net 45,1415.68,1081.92,333.76,0.23575949367088606,0,On Time,Pass
ORD00397,2026-01-08,P004,Healthcare,South,WH_DAL,104,66.78,43.44,2,2,Internal Fleet,Delivered,Paper Towels,Janitorial,DaxPro,High,True,0.94,0.05,Net 45,6945.12,4517.76,2427.3599999999997,0.3495058400718778,0,On Time,Pass
ORD00398,2026-03-17,P005,Retail,Midwest,WH_CHI,93,79.79,48.14,5,5,UPS,Delivered,Disposable Cups,Food Service,EcoServe,Low,True,0.91,0.06,Net 45,7420.47,4477.02,2943.45,0.3966662489033713,0,On Time,Pass
ORD00399,2026-01-12,P006,Retail,Midwest,WH_CHI,126,75.67,42.65,6,6,Regional Carrier,Delivered,Printer Toner,Office Supplies,InkLogic,Low,True,0.88,0.02,Net 60,9534.42,5373.9,4160.52,0.43636844191885826,0,On Time,Pass
ORD00400,2026-02-20,P008,Government,Midwest,WH_CHI,86,56.24,33.56,3,3,UPS,Delivered,Face Masks,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,4836.64,2886.1600000000003,1950.48,0.40327169274537694,0,On Time,Pass
ORD00401,2026-02-05,P005,Healthcare,Northeast,WH_NJ,57,7.6,5.45,3,5,DHL,Delivered,Disposable Cups,Food Service,EcoServe,Low,True,0.91,0.06,Net 45,433.2,310.65000000000003,122.54999999999995,0.28289473684210514,2,Delayed,Pass
ORD00402,2026-03-05,P007,Retail,Northeast,WH_NJ,63,11.58,7.57,5,10,UPS,Delivered,Trash Bags,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,729.54,476.91,252.62999999999994,0.3462867012089809,5,Delayed,Pass
ORD00403,2026-03-24,P004,Government,Midwest,WH_CHI,98,63.64,41.17,6,6,Regional Carrier,Delivered,Paper Towels,Janitorial,DaxPro,High,True,0.94,0.05,Net 45,6236.72,4034.6600000000003,2202.06,0.35307982401005655,0,On Time,Pass
ORD00404,2026-02-14,P006,Education,Northeast,WH_NJ,59,18.49,11.76,3,3,FedEx,Delivered,Printer Toner,Office Supplies,InkLogic,Low,True,0.88,0.02,Net 60,1090.9099999999999,693.84,397.0699999999998,0.3639805300162249,0,On Time,Pass
ORD00405,2026-02-05,P001,Distribution,Northeast,WH_NJ,81,31.81,22.51,3,3,UPS,Delivered,Copy Paper,Office Supplies,NorthStar Paper,High,True,0.92,0.06,Net 60,2576.6099999999997,1823.3100000000002,753.2999999999995,0.2923608928010058,0,On Time,Pass
ORD00406,2026-01-13,P004,Education,South,WH_DAL,84,45.03,34.39,2,2,UPS,Delivered,Paper Towels,Janitorial,DaxPro,High,True,0.94,0.05,Net 45,3782.52,2888.76,893.7599999999998,0.23628691983122357,0,On Time,Pass
ORD00407,2026-03-15,P007,Healthcare,West,WH_LAX,70,18.21,12.93,4,6,Internal Fleet,Delivered,Trash Bags,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,1274.7,905.1,369.6,0.2899505766062603,2,Delayed,Pass
ORD00408,2026-01-04,P006,Distribution,South,WH_DAL,21,76.13,59.07,5,6,Internal Fleet,Delivered,Printer Toner,Office Supplies,InkLogic,Low,True,0.88,0.02,Net 60,1598.73,1240.47,358.26,0.22409037173256272,1,Delayed,Pass
ORD00409,2026-02-09,P003,Retail,Northeast,WH_NJ,37,11.77,7.21,3,8,FedEx,Delivered,Cleaning Wipes,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,435.49,266.77,168.72000000000003,0.38742565845369586,5,Delayed,Pass
ORD00410,2026-03-09,P008,Education,Midwest,WH_CHI,28,73.84,44.63,3,5,DHL,Delivered,Face Masks,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,2067.52,1249.64,817.8799999999999,0.3955850487540628,2,Delayed,Pass
ORD00411,2026-01-23,P006,Retail,Midwest,WH_CHI,138,16.08,11.9,3,3,FedEx,Delayed,Printer Toner,Office Supplies,InkLogic,Low,True,0.88,0.02,Net 60,2219.04,1642.2,576.8399999999999,0.25995024875621886,0,On Time,Pass
ORD00412,2026-03-09,P006,Education,Midwest,WH_CHI,63,57.84,42.15,6,8,FedEx,Delivered,Printer Toner,Office Supplies,InkLogic,Low,True,0.88,0.02,Net 60,3643.92,2655.45,988.4700000000003,0.2712655601659752,2,Delayed,Pass
